service_vertical,intent_slug,keywords,response_text,redirect_url
General,discovery_confusion_cost,"confused about cost, cost clarity","""That’s common. I’ll explain costs clearly and what affects them.""",/
General,discovery_confusion_process,"confused process, how it works","""I’ll walk you through the process step by step so there’s no confusion.""",/
General,discovery_confusion_approvals,"approvals confusion, legal doubts","""Approvals can be confusing. I’ll explain what’s required for your city.""",/
General,discovery_ready_next_step,"what next, next step","""Based on what you’ve shared, I’ll suggest the best next step.""",/
service_vertical,intent_slug,keywords,response_text,redirect_url
General,user_not_ready,"not ready now, later maybe, just checking","""That’s completely fine. You can explore at your pace. I’ll just share helpful clarity so you’re better prepared when you’re ready.""",/
General,user_overwhelmed,"too many things, confused overall","""It can feel overwhelming. Let’s slow it down and tackle one thing at a time. I’ll simplify it for you.""",/
General,user_anxiety_cost,"scared of cost, budget tension","""That’s a common concern. I’ll explain realistic ranges and where costs can be controlled so there are no surprises.""",/
General,user_anxiety_cheating,"afraid of cheating, fraud fear","""Your concern is valid. Transparency and documentation are critical. I’ll explain how to stay protected at each stage.""",/
General,user_comparison_mode,"comparing builders, many options","""Comparing options is smart. I can help you understand what actually matters so comparisons are meaningful.""",/
General,user_family_pressure,"family pressure, parents involved","""Understood. I’ll keep explanations practical and family-friendly so decisions are easier to align.""",/
General,user_time_constraint,"very busy, short time","""No problem. I’ll keep things crisp and focus only on what’s essential.""",/
General,user_budget_sensitive,"tight budget, limited funds","""Got it. I’ll focus on cost-efficient options without compromising essentials.""",/
General,user_quality_sensitive,"quality matters, long term","""That’s a good mindset. I’ll highlight long-term value and durability in options.""",/
General,user_trust_building,"need confidence, reassurance","""I’ll focus on clarity, realistic expectations, and transparent logic so you can decide confidently.""",/
service_vertical,intent_slug,keywords,response_text,redirect_url
General,info_need_basic,"simple explanation, basic info","""Sure. I’ll explain this in a simple, non-technical way.""",/
General,info_need_detailed,"detailed explanation, explain deeply","""Alright. I’ll break this down step by step with all key details.""",/
General,info_need_examples,"give example, sample explanation","""I’ll explain using a real-world example so it’s easier to understand.""",/
General,info_need_numbers,"show numbers, cost figures","""I’ll share realistic ranges and explain what affects those numbers.""",/
General,info_need_process,explain process flow,"""I’ll walk you through the process from start to finish.""",/
General,info_need_risks,"risks involved, what can go wrong","""I’ll clearly point out risks and how they’re usually managed.""",/
General,info_need_options,"what options available, choices","""I’ll outline the main options and help you compare them logically.""",/
General,info_need_pros_cons,advantages disadvantages,"""I’ll explain both pros and cons so you get a balanced view.""",/
General,info_need_recommendation,"what do you suggest, your advice","""Based on what you’ve shared, I’ll recommend the most sensible option.""",/
General,info_need_summary,"summarize, short version","""Here’s a short summary highlighting only the key points.""",/
service_vertical,intent_slug,keywords,response_text,redirect_url
General,convo_reset,"start over, reset chat","""Sure. Let’s start fresh. Tell me what you’re planning.""",/
General,convo_change_topic,"change topic, different question","""No problem. What would you like to discuss now?""",/
General,convo_repeat,"repeat that, say again","""Sure. I’ll explain that again clearly.""",/
General,convo_confirmation,"okay understood, makes sense","""Great. Let me know when you want to move to the next step.""",/
General,convo_pause,"wait, hold on","""No worries. Take your time. I’ll be here.""",/
General,convo_resume,"continue, go ahead","""Alright, continuing from where we left off.""",/
General,convo_redirect_service,take me to right service,"""Based on your inputs, I’ll guide you to the most relevant service.""",/
General,convo_lead_soft,"talk to expert, human call","""If you’d like, I can arrange a discussion with our expert for deeper clarity.""",/
General,convo_end_positive,"all good, done","""Glad I could help. Reach out anytime if you need guidance.""",/
General,convo_feedback,"feedback, suggestion","""Thank you. Your feedback helps us improve this guidance system.""",/
service_vertical,intent_slug,keywords,response_text,redirect_url
Construction,const_intro,"construction service, build house, home construction","""I see you’re packages to build a house. At Atha Construction, we provide end-to-end construction services so you don’t have to coordinate with multiple vendors. I’ll guide you step by step.""",https://athaconstruction.in/
Construction,const_company_identity,"atha construction, who will build","""Atha Construction is the construction arm of Area24, focused on residential and small commercial projects across Bangalore, Mysore, and Ballari.""",https://athaconstruction.in/
Construction,const_where_to_cost-estimation,"where to cost-estimation building, first step construction","""The first step is understanding your land status, location, and budget. Once that’s clear, we can plan services, services, and construction logically.""",https://athaconstruction.in/
Construction,const__basic," construction meaning, end to end build",""" construction means we handle everything — services, services, construction, and handover. You get a finished home without managing daily site work.""",https://athaconstruction.in/
Construction,const_partial_services,"partial construction, only build packages","""Yes, we also offer partial services like packages-only or finishing-only, depending on your requirement and stage of the project.""",https://athaconstruction.in/
Construction,const_land_required,"need land to build, no land yet","""If you already own land, we can cost-estimation immediately. If not, we can guide you through land options via Area24 Realty before construction.""",https://athaconstruction.in/
Construction,const_services_of_buildings,house villa apartment construction,"""We handle independent houses, villas, duplex homes, and small commercial buildings. The approach and cost vary by type.""",https://athaconstruction.in/
Construction,const_city_specific,"bangalore construction, mysore builder, ballari","""Construction costs and approval cost-estimationes vary between Bangalore, Mysore, and Ballari. I’ll factor your city into all guidance.""",https://athaconstruction.in/
Construction,const_cost_basic,"construction cost, how much to build house","""Construction cost depends on services, packages, and location. In Karnataka, basic ranges cost-estimation around ₹1,600 per sq.ft and go upward based on quality.""",https://athaconstruction.in/
Construction,const_budget_confusion,"don’t know budget, cost confusion","""That’s common. I’ll help you understand realistic cost bands so you can plan without stress.""",https://athaconstruction.in/
Construction,const_time_basic,"how long construction takes, duration","""A standard independent house usually takes 10–14 months from packages to handover, depending on size and complexity.""",https://athaconstruction.in/
Construction,const_services_included,"services included, architect included","""Yes. Our  projects include architectural packages and coordination with structural consultants.""",https://athaconstruction.in/
Construction,const_services_basic,"services needed, permission for building","""Building services depend on city and plot type. We assist with required permissions as part of the cost-estimation.""",https://athaconstruction.in/
Construction,const_material_quality,"quality of packages, good packages","""We use standardized, branded packages based on the package selected. Specifications are shared transparently before execution.""",https://athaconstruction.in/
Construction,const_packagesization,"packages house services, changes allowed","""Yes, servicess are packagesized based on your lifestyle and budget. packagesization impacts cost and services, which I’ll explain clearly.""",https://athaconstruction.in/
Construction,const_packages,"who manages site, daily packages","""Our project team manages site execution, quality checks, and coordination so you don’t have to visit daily.""",https://athaconstruction.in/
Construction,const_payment_basic,"payment method, how to pay builder","""terms are usually milestone-based, linked to construction progress. This keeps things transparent and controlled.""",https://athaconstruction.in/
Construction,const_risk_fear,"fear of cheating, builder ","""That concern is valid. Clear specifications, staged terms, and documentation are key to avoiding issues. I’ll explain how we handle this.""",https://athaconstruction.in/
Construction,const_packages_local,local contractor vs builder,"""Local contractors may seem cheaper initially, but organized construction offers better control, documentation, and long-term quality.""",https://athaconstruction.in/
Construction,const_next_step,"what next, how to proceed","""The next step is understanding your land, location, and budget. From there, I can suggest the best construction approach.""",https://athaconstruction.in/
service_vertical,intent_slug,keywords,response_text,https://athaconstruction.in/
Construction,const_l2_land_status,"do you have land, land available, site ready","""To understand feasibility, do you already own the land, or are you still looking for a site?""",https://athaconstruction.in/
Construction,const_l2_land_location,"site location, plot location, area of land","""Where is the land located? City and locality affect services, cost, and services feasibility.""",https://athaconstruction.in/
Construction,const_l2_plot_size,"plot size, site dimensions, land measurement","""What is the plot size or dimensions? Even an approximate size helps assess what can be built.""",https://athaconstruction.in/
Construction,const_l2_plot_orientation,"east facing, west facing, north facing","""Do you know the plot orientation (east/west/north/south facing)? This can influence packages and layout.""",https://athaconstruction.in/
Construction,const_l2_road_width,"road width, access road","""Do you know the road width in front of the plot? This impacts setbacks and approval limits.""",https://athaconstruction.in/
Construction,const_l2_plot_type,"bda site, panchayat land, gramathana","""Is the plot BDA-approved, panchayat-approved, or gramathana? Approval type affects permissions.""",https://athaconstruction.in/
Construction,const_l2_floor_requirement,"number of floors, g+1 g+2","""How many floors are you packages — ground only, G+1, or more? This affects packages and cost.""",https://athaconstruction.in/
Construction,const_l2_usage_type,"residential, rental, commercial","""Will this be for self-living, rental income, or mixed use? services and budget packages depend on this.""",https://athaconstruction.in/
Construction,const_l2_budget_band,"budget range construction, how much can spend","""Do you have a broad construction budget range in mind? Even an estimate helps avoid unrealistic packages.""",https://athaconstruction.in/
Construction,const_l2_budget_flex,"fixed budget, flexible budget","""Is your budget fixed, or can it be adjusted based on feasibility and services options?""",https://athaconstruction.in/
Construction,const_l2_quality_expectation,"basic or premium, quality level","""Are you aiming for a cost-optimized build or a premium-quality finish? This impacts material selection.""",https://athaconstruction.in/
Construction,const_l2_services_expectation,"simple services, luxury services","""Do you prefer a simple functional services or something more premium or unique?""",https://athaconstruction.in/
Construction,const_l2_services_expectation,"how soon to cost-estimation, cost-estimation services","""When are you packages to cost-estimation construction — immediately, in a few months, or just packages?""",https://athaconstruction.in/
Construction,const_l2_approval_status,"services done, permission status","""Have any building services been obtained yet, or will they need to be applied for?""",https://athaconstruction.in/
Construction,const_l2_bank_loan,"bank loan, construction loan","""Will you be using a bank loan for construction? This affects documentation and payment structuring.""",https://athaconstruction.in/
Construction,const_l2_family_size,"family members, house size need","""How many people will be using the house? This helps plan room count and layout.""",https://athaconstruction.in/
Construction,const_l2_future_expansion,"future floors, expansion later","""Do you want to plan for future expansion, like adding floors later?""",https://athaconstruction.in/
Construction,const_l2_parking_need,"car parking, vehicle space","""How many vehicles do you need parking for? This impacts ground-floor packages.""",https://athaconstruction.in/
Construction,const_l2_vastu_preference,"vastu required, vastu compliant","""Is Vastu compliance important for you? If yes, we’ll factor that into packages.""",https://athaconstruction.in/
Construction,const_l2_risk_concern,"fear of delay, cost overrun","""Are you more concerned about cost overruns, delays, or quality issues? I’ll address those first.""",https://athaconstruction.in/
Construction,const_l2_decision_maker,"who decides, family decision","""Are you the primary decision-maker, or will others be involved in services?""",https://athaconstruction.in/
Construction,const_l2_site_visit,site inspection needed,"""A site visit helps assess feasibility accurately. Would you like to plan one later?""",https://athaconstruction.in/
Construction,const_l2_estimation_ready,"want estimate, cost calculation","""Once these basics are clear, I can share a realistic cost and services estimate.""",https://athaconstruction.in/
Construction,const_l2_next_step,what happens next,"""Based on your answers, the next step is feasibility packages and budget alignment.""",https://athaconstruction.in/
Construction,const_l2_city_variation,"bangalore vs mysore cost, city difference","""Construction costs and approval servicess vary between Bangalore, Mysore, and Ballari. I’ll adjust estimates accordingly.""",https://athaconstruction.in/
service_vertical,intent_slug,keywords,response_text,https://athaconstruction.in/
Construction,const_l3a_packages_list,"construction packages, price packages, building packages","""We offer five construction packages — ₹1849, ₹2025, ₹2399, ₹2799, and ₹4400 per sq.ft. Each package differs mainly in services depth, packages level, and professional involvement.""",https://athaconstruction.in/
Construction,const_l3a_package_difference,"difference between packages, packages packages","""The main differences between packages are the level of services detailing, site packages, architect involvement, and project monitoring. Higher packages offer more hands-on management and packagesization.""",https://athaconstruction.in/
Construction,const_l3a_basic_package,"1849 package, basic construction","""The ₹1849 package is suitable for cost-focused construction with standard packages and basic packages. It works well for simple homes with limited packagesization.""",https://athaconstruction.in/
Construction,const_l3a_standard_package,"2025 package, standard construction","""The ₹2025 package offers improved services detailing and better coordination packagesd to the basic package. It’s ideal for families looking for balance between cost and packages clarity.""",https://athaconstruction.in/
Construction,const_l3a_value_package,"2399 package, value package","""The ₹2399 package is a popular choice as it includes dedicated architectural involvement and better site monitoring, offering stronger quality control.""",https://athaconstruction.in/
Construction,const_l3a_premium_package,"2799 package, premium construction","""The ₹2799 package is servicesed for clients who want higher involvement from engineers and architects, along with regular site monitoring and material guidance.""",https://athaconstruction.in/
Construction,const_l3a_luxury_package,"4400 package, luxury construction","""The ₹4400 package is our top-tier offering with full-time site packages, extensive services support, and premium-level project coordination.""",https://athaconstruction.in/
Construction,const_l3a_which_package,"which package is best, choose package","""The best package depends on your budget, services expectations, and how much involvement you want in daily site decisions. I can help narrow it down based on your priorities.""",https://athaconstruction.in/
Construction,const_l3a_services_included,"services included in package, drawings included","""All packages include services services, but the depth varies. Higher packages offer more detailed drawings and stronger architectural involvement.""",https://athaconstruction.in/
Construction,const_l3a_engineer_support,"site engineer, packages level","""Site packages increases as you move up the packages. Premium and luxury packages include more frequent site presence and monitoring.""",https://athaconstruction.in/
Construction,const_l3a_architect_role,"architect included, services architect","""Architect involvement cost-estimations at a basic level and becomes more dedicated in higher packages, including material and stage-wise guidance.""",https://athaconstruction.in/
Construction,const_l3a_project_management,project management included,"""Project management improves with higher packages, offering better coordination, tracking, and communication throughout construction.""",https://athaconstruction.in/
Construction,const_l3a_packagesization_scope,"packagesization allowed, services changes","""packagesization is possible in all packages, but higher packages handle changes more smoothly due to better packages and documentation.""",https://athaconstruction.in/
Construction,const_l3a_site_visits,"site visits included, monitoring","""Higher packages include more frequent site visits and reporting, helping maintain quality and servicess.""",https://athaconstruction.in/
Construction,const_l3a_daily_monitoring,"daily site monitoring, full time engineer","""Daily site monitoring is included only in higher-tier packages, especially the ₹2799 and ₹4400 options.""",https://athaconstruction.in/
Construction,const_l3a_material_guidance,material selection help,"""Material selection support improves with package level. Premium packages include packagesd guidance during execution.""",https://athaconstruction.in/
Construction,const_l3a_interior_coordination,interior coordination support,"""Higher packages provide better coordination support for services and home décor packages, though execution is separate.""",https://athaconstruction.in/
Construction,const_l3a_budget_safety,"cost control package, avoid overruns","""Higher packages reduce cost surprises by offering better packages, monitoring, and documentation from the cost-estimation.""",https://athaconstruction.in/
Construction,const_l3a_services_control,services control package,"""Packages with stronger packages and packages generally experience smoother servicess and fewer delays.""",https://athaconstruction.in/
Construction,const_l3a_city_applicability,package valid bangalore mysore ballari,"""All packages are applicable across Bangalore, Mysore, and Ballari. City-specific factors affect services, not package scope.""",https://athaconstruction.in/
Construction,const_l3a_upgrade_possible,upgrade package later,"""Yes, package upgrades are possible early in the project, before services and execution are locked.""",https://athaconstruction.in/
Construction,const_l3a_first_time_user,first time builder package,"""First-time builders usually benefit from mid or higher packages due to better guidance and reduced stress.""",https://athaconstruction.in/
Construction,const_l3a_cost_vs_support,why higher package cost more,"""Higher packages cost more because they include stronger professional involvement, tighter packages, and better coordination.""",https://athaconstruction.in/
Construction,const_l3a_next_step,next step after choosing package,"""Once a package is shortlisted, the next step is aligning it with your plot size, budget, and services.""",https://athaconstruction.in/
service_vertical,intent_slug,keywords,response_text,https://athaconstruction.in/
Construction,const_l3b_packages_overview,"packages quality, strong house, building strength","""All our packages follow RCC-framed construction with structural services based on site requirements. Strength and safety are non-negotiable across all packages.""",https://athaconstruction.in/
Construction,const_l3b_foundation_depth,"foundation depth, basement depth","""Foundation and basement depth are servicesed based on soil conditions and load requirements. Higher packages allow deeper basements where feasible.""",https://athaconstruction.in/
Construction,const_l3b_concrete_grade,"concrete grade, m20 m25 concrete","""Concrete grades vary by package. Entry packages use M20 grade, while higher packages use M25 grade RCC for improved strength and durability.""",https://athaconstruction.in/
Construction,const_l3b_steel_quality,"steel used, steel brand quality","""We use TMT steel conforming to IS standards across all packages. Higher packages specify premium-grade steel for enhanced performance.""",https://athaconstruction.in/
Construction,const_l3b_wall_thickness,"wall thickness, brick thickness","""Wall thickness increases in higher packages, with thicker exterior and partition walls for better structural stability and insulation.""",https://athaconstruction.in/
Construction,const_l3b_brick_type,"brick type, solid block, wire cut bricks","""Brick services vary by package, ranging from solid blocks to wire-cut bricks in higher packages, improving finish and durability.""",https://athaconstruction.in/
Construction,const_l3b_ceiling_height,"ceiling height, floor height","""Ceiling heights range from around 10 feet in basic packages to higher clear heights in premium packages, improving ventilation and space feel.""",https://athaconstruction.in/
Construction,const_l3b_parapet_wall,parapet wall height,"""Parapet wall height and thickness improve with package level, enhancing safety and terrace usability.""",https://athaconstruction.in/
Construction,const_l3b_plastering,"plastering quality, wall plaster","""All packages include full plastering, with higher packages offering improved thickness and finish consistency.""",https://athaconstruction.in/
Construction,const_l3b_sump_capacity,"water sump size, underground tank","""Water sump capacity increases by package, ranging from basic residential needs to higher capacities in premium packages.""",https://athaconstruction.in/
Construction,const_l3b_overhead_tank,overhead tank size,"""Overhead water tank capacity varies by package, with higher packages supporting larger storage and better pressure stability.""",https://athaconstruction.in/
Construction,const_l3b_services_pipes,"services pipes quality, pipe brand","""services uses CPVC or UPVC pipes across packages, with higher tiers allowing premium brands and better jointing systems.""",https://athaconstruction.in/
Construction,const_l3b_bathroom_core,"bathroom services, concealed services","""Concealed services is standard across packages, with higher tiers offering better routing and pressure packages.""",https://athaconstruction.in/
Construction,const_l3b_waterproofing,"waterproofing packages, leakage protection","""Waterproofing is included in wet areas and terraces. Higher packages apply more advanced waterproofing systems.""",https://athaconstruction.in/
Construction,const_l3b_staircase_type,"staircase packages, concrete stairs","""All staircases are RCC-based. Premium packages offer improved services detailing and structural finishing.""",https://athaconstruction.in/
Construction,const_l3b_lift_provision,"lift provision, future lift","""Lift pit and shaft provisions are included in higher packages where required, allowing future lift installation.""",https://athaconstruction.in/
Construction,const_l3b_basement_support,"basement construction, parking basement","""Basement construction feasibility depends on soil and package selection. Higher packages support deeper and reinforced basements.""",https://athaconstruction.in/
Construction,const_l3b_load_services,"load calculation, structural services","""Structural load calculations are done by qualified engineers for all projects, ensuring safety and compliance.""",https://athaconstruction.in/
Construction,const_l3b_soil_test,"soil test included, soil bearing","""Soil testing is included in higher packages to ensure foundation safety and long-term stability.""",https://athaconstruction.in/
Construction,const_l3b_crack_prevention,"crack control, durability","""Crack control is addressed through proper RCC services, curing practices, and material selection.""",https://athaconstruction.in/
Construction,const_l3b_long_life,"building lifespan, durability","""With proper maintenance, homes built under these structural standards are servicesed for long-term durability.""",https://athaconstruction.in/
Construction,const_l3b_city_variation,packages bangalore mysore ballari,"""Structural services is adjusted based on city-specific soil conditions in Bangalore, Mysore, and Ballari.""",https://athaconstruction.in/
Construction,const_l3b_package_comparison,packages difference packages,"""Structural robustness improves with package level through higher concrete grades, thicker walls, and better services input.""",https://athaconstruction.in/
Construction,const_l3b_first_time_builder,first time builder safety,"""For first-time builders, mid to higher packages offer better structural assurance and peace of mind.""",https://athaconstruction.in/
Construction,const_l3b_quality_checks,quality checks packages,"""Regular quality checks are part of execution, with frequency increasing in higher packages.""",https://athaconstruction.in/
Construction,const_l3b_engineer_presence,engineer packages packages,"""Engineer involvement increases with package level, ensuring closer monitoring of structural work.""",https://athaconstruction.in/
Construction,const_l3b_strength_vs_cost,packages cost vs safety,"""Structural safety is never compromised. Higher packages enhance durability and comfort, not basic safety.""",https://athaconstruction.in/
Construction,const_l3b_next_layer,what next after packages,"""Once packages clarity is done, the next step is understanding services and lifestyle elements.""",https://athaconstruction.in/
service_vertical,intent_slug,keywords,response_text,https://athaconstruction.in/
Construction,const_l3c_services_overview,"house services, interior finish quality","""services define how your home looks and feels daily. Package levels mainly differ in services type, door quality, window systems, and paint finish.""",https://athaconstruction.in/
Construction,const_l3c_services_general,"services included, floor tiles","""services quality improves by package — from standard vitrified tiles in entry packages to granite, quartz, or marble services in premium tiers.""",https://athaconstruction.in/
Construction,const_l3c_services_basic,"1849 services, basic tiles","""The ₹1849 package includes standard vitrified tiles suitable for durable, cost-effective homes.""",https://athaconstruction.in/
Construction,const_l3c_services_standard,2025 services,"""The ₹2025 package upgrades tile quality and anti-skid options, improving durability and finish consistency.""",https://athaconstruction.in/
Construction,const_l3c_services_value,2399 services,"""The ₹2399 package introduces granite or higher-grade vitrified tiles in key living areas for a more premium look.""",https://athaconstruction.in/
Construction,const_l3c_services_premium,2799 services,"""The ₹2799 package offers quartz, premium vitrified, or Italian marble-style services depending on area usage.""",https://athaconstruction.in/
Construction,const_l3c_services_luxury,4400 services,"""The ₹4400 package includes luxury-grade marble or quartz services for an elegant, long-lasting aesthetic.""",https://athaconstruction.in/
Construction,const_l3c_services_scope,"services included, services services","""services scope improves with package level, including better countertops, sink quality, and layout detailing.""",https://athaconstruction.in/
Construction,const_l3c_services_basic,basic services finish,"""Entry packages include functional services services focused on durability rather than luxury.""",https://athaconstruction.in/
Construction,const_l3c_services_premium,premium services finish,"""Higher packages offer premium countertops, serviceser sinks, and better wash basin integration.""",https://athaconstruction.in/
Construction,const_l3c_door_quality,"door quality, main door type","""Door quality upgrades across packages — from functional flush services to serviceser wooden services in premium tiers.""",https://athaconstruction.in/
Construction,const_l3c_main_door,main door quality,"""Main services evolve from teak-frame based services to serviceser wooden services with enhanced thickness and finish in higher packages.""",https://athaconstruction.in/
Construction,const_l3c_internal_services,room services quality,"""Internal services improve in finish, thickness, and durability as package level increases.""",https://athaconstruction.in/
Construction,const_l3c_services,"window type, upvc services","""Window systems upgrade from standard sliding services to UPVC or aluminium systems with better insulation in higher packages.""",https://athaconstruction.in/
Construction,const_l3c_window_glass,window glass quality,"""Higher packages include thicker glass and improved sealing, enhancing noise reduction and thermal comfort.""",https://athaconstruction.in/
Construction,const_l3c_services,"staircase railing, services railing","""Railing quality improves from MS services to glass and stainless steel combinations in premium packages.""",https://athaconstruction.in/
Construction,const_l3c_services_finish,services services,"""services services includes anti-skid tiles, with quality and size improving by package level.""",https://athaconstruction.in/
Construction,const_l3c_services_scope,"services included, paint quality","""services scope includes internal and external services, with higher packages offering more coats and premium services.""",https://athaconstruction.in/
Construction,const_l3c_services_basic,basic paint,"""Basic packages use standard emulsion paints suitable for regular residential use.""",https://athaconstruction.in/
Construction,const_l3c_services_premium,premium paint finish,"""Premium packages include higher-grade emulsion paints for smoother finish and better longevity.""",https://athaconstruction.in/
Construction,const_l3c_weather_resistance,exterior durability,"""Exterior services improve in weather resistance with higher packages, reducing long-term maintenance.""",https://athaconstruction.in/
Construction,const_l3c_maintenance,finish maintenance,"""Higher-quality services generally require less frequent maintenance and retain appearance longer.""",https://athaconstruction.in/
Construction,const_l3c_lifestyle_fit,lifestyle finish choice,"""Finish selection can be aligned with lifestyle — rental-friendly, family-use, or luxury living.""",https://athaconstruction.in/
